Course No,Section,Instructor,Enrollment,Responses,Percent
MATH 3C,C02,"Conder, Jonathan Edward",31,22,70.97%
MATH 3C,C03,"Conder, Jonathan Edward",33,17,51.52%
MATH 3C,C04,"Conder, Jonathan Edward",29,15,51.72%
MATH 4C,A01,"Zhang, Yongjia",41,31,75.61%
MATH 4C,A02,"Zhang, Yongjia",40,20,50.00%
MATH 4C,A03,"Zhang, Yongjia",39,21,53.85%
MATH 4C,A04,"Zhang, Yongjia",38,23,60.53%
MATH 87,B00,"Bunch, James R.",15,12,80.00%
MATH 87,C00,"Harel, Guershon",10,5,50.00%
MATH 96,A00,"Kane, Daniel Mertz",26,14,53.85%
MGT 103,A00,"Eberhard, Craig A",66,58,87.88%
MGT 103,B00,"Eberhard, Craig A",73,64,87.67%
MGT 103,C00,"Ehrich, Kristine R",74,71,95.95%
MGT 103,D00,"Ehrich, Kristine R",67,61,91.04%
MGT 103,E00,"Ehrich, Kristine R",58,56,96.55%
MGT 103,F00,"Demill, Burritt",45,42,93.33%
MGT 103,G00,"Bates, Kenneth Walter",77,70,90.91%
MGT 103,H00,"Bates, Kenneth Walter",78,68,87.18%
MGT 105,A00,"Campbell, Robert Harold",124,107,86.29%
MGT 106,A00,"Eberhard, Craig A",74,67,90.54%
MGT 112,A00,"Fuller, Robert L.",83,76,91.57%
MGT 112,B00,"Fuller, Robert L.",84,80,95.24%
MGT 112,C00,"Fuller, Robert L.",86,79,91.86%
MGT 117,A00,"Kim, Nancy Sun Kyung",40,38,95.00%
MGT 12,A00,"Lindenberger, Wade Douglas",95,88,92.63%
MGT 12,B00,"Lindenberger, Wade Douglas",73,70,95.89%
MGT 121A,A00,"Klaas, Jeffrey David",70,66,94.29%
MGT 129,A00,"Greco, Frank James",13,10,76.92%
MGT 131A,A00,"Houskeeper, Robert",90,60,66.67%
MGT 132,A00,"Blakley, Bruce",58,53,91.38%
MGT 132,B00,"Blakley, Bruce",38,36,94.74%
MGT 133,A00,"Pecore, Joseph P.",32,32,100.00%
MGT 135,A00,"Anderson, John Charles",67,52,77.61%
MGT 139,A00,"Perols, Johan Lars",20,18,90.00%
MGT 153,A00,"Perols, Johan Lars",75,65,86.67%
MGT 16,A00,"Campbell, Robert Harold",119,110,92.44%
MGT 16,B00,"Campbell, Robert Harold",118,102,86.44%
MGT 16,C00,"Lindenberger, Wade Douglas",84,80,95.24%
MGT 16,D00,"Buchanan, Harold G",80,76,95.00%
MGT 164,A00,"McKay, Mary A",50,46,92.00%
MGT 164,B00,"Zimmermann, Carsten",84,78,92.86%
MGT 166,A00,"Moran, Cathleen L.",60,54,90.00%
MGT 166,B00,"Moran, Cathleen L.",71,64,90.14%
MGT 166,C00,"Moran, Cathleen L.",59,58,98.31%
MGT 166,D00,"Shaffer, Lisa Robock",71,45,63.38%
MGT 167,A00,"Jacob, Jo Dee C",70,50,71.43%
MGT 171,A00,"Gopal, Christopher S.",28,17,60.71%
MGT 172,A00,"Hedges, Kathleen",93,82,88.17%
MGT 172,A00,"Royal, Rebecca",93,80,86.02%
MGT 172,B00,"Hedges, Kathleen",77,72,93.51%
MGT 172,C00,"Zimmermann, Carsten",45,39,86.67%
MGT 173,A00,"Hayes, Sherry Lorine",75,67,89.33%
MGT 18,A00,"McKay, Michael J",73,70,95.89%
MGT 18,B00,"McKay, Michael J",74,69,93.24%
MGT 18,C00,"McKay, Michael J",75,70,93.33%
MGT 18,D00,"McKay, Mary A",68,63,92.65%
MGT 18,E00,"McKay, Mary A",71,67,94.37%
MGT 181,A00,"Buchanan, Harold G",106,97,91.51%
MGT 181,B00,"Buchanan, Harold G",102,99,97.06%
MGT 181,C00,"Bliss, Barbara Ann",30,29,96.67%
MGT 184,A00,"Parashar, Sat P",43,39,90.70%
MGT 185,A00,"Dunn, Louis Jean",45,20,44.44%
MGT 187,A00,"Dunn, Louis Jean",117,71,60.68%
MGT 3,A00,"Wagner, Timothy Ryan",46,18,39.13%
MGT 4,A01,"Levkoff, Steven B.",5,2,40.00%
MGT 4,A02,"Levkoff, Steven B.",5,3,60.00%
MGT 45,A00,"Pecore, Joseph P.",104,101,97.12%
MGT 45,B00,"Pecore, Joseph P.",128,123,96.09%
MGT 5,A00,"Houskeeper, Robert",111,84,75.68%
MGT 5,B00,"Houskeeper, Robert",158,115,72.78%
MGT 52,A00,"Connell, Joanie B.",16,13,81.25%
MMW 11,A01,"duBois, Page Ann",29,24,82.76%
MMW 11,A02,"duBois, Page Ann",31,26,83.87%
MMW 11,A03,"duBois, Page Ann",30,19,63.33%
MMW 11,A04,"duBois, Page Ann",31,22,70.97%
MMW 11,A05,"duBois, Page Ann",31,30,96.77%
MMW 11,A06,"duBois, Page Ann",31,23,74.19%
MMW 11,A07,"duBois, Page Ann",30,28,93.33%
MMW 11,A08,"duBois, Page Ann",31,25,80.65%
MMW 11,A09,"duBois, Page Ann",30,22,73.33%
MMW 11,A10,"duBois, Page Ann",31,24,77.42%
MMW 11,A11,"duBois, Page Ann",17,13,76.47%
MMW 11,B01,"Jordan, David K.",31,24,77.42%
MMW 11,B02,"Jordan, David K.",30,21,70.00%
MMW 11,B03,"Jordan, David K.",31,23,74.19%
MMW 11,B04,"Jordan, David K.",31,22,70.97%
MMW 11,B05,"Jordan, David K.",28,22,78.57%
MMW 11,B06,"Jordan, David K.",28,20,71.43%
MMW 11,B07,"Jordan, David K.",30,29,96.67%
MMW 11,B08,"Jordan, David K.",30,26,86.67%
MMW 11,B09,"Jordan, David K.",29,21,72.41%
MMW 11,C01,"Chang, Edmond Yi-Teh",30,24,80.00%
MMW 11,C02,"Chang, Edmond Yi-Teh",31,23,74.19%
MMW 11,C03,"Chang, Edmond Yi-Teh",31,20,64.52%
MMW 11,C04,"Chang, Edmond Yi-Teh",31,24,77.42%
MMW 11,C05,"Chang, Edmond Yi-Teh",31,12,38.71%
MMW 11,C06,"Chang, Edmond Yi-Teh",31,23,74.19%
MMW 11,C07,"Chang, Edmond Yi-Teh",31,22,70.97%
MMW 11,C08,"Chang, Edmond Yi-Teh",31,25,80.65%
MMW 11,C09,"Chang, Edmond Yi-Teh",31,20,64.52%
MMW 11,D01,"Herbst, Matthew",31,29,93.55%
MMW 11,D01,"Myerston Santana, Jacobo",31,25,80.65%
MMW 11,D02,"Herbst, Matthew",31,29,93.55%
MMW 11,D02,"Myerston Santana, Jacobo",31,27,87.10%
MMW 11,D03,"Herbst, Matthew",31,29,93.55%
MMW 11,D03,"Myerston Santana, Jacobo",31,24,77.42%
MMW 11,D04,"Herbst, Matthew",29,26,89.66%
MMW 11,D04,"Myerston Santana, Jacobo",29,22,75.86%
MMW 11,D05,"Herbst, Matthew",31,25,80.65%
MMW 11,D05,"Myerston Santana, Jacobo",31,23,74.19%
MMW 11,D06,"Herbst, Matthew",31,28,90.32%
MMW 11,D06,"Myerston Santana, Jacobo",31,27,87.10%
MMW 11,D07,"Herbst, Matthew",31,30,96.77%
MMW 11,D07,"Myerston Santana, Jacobo",31,26,83.87%
MMW 11,D08,"Herbst, Matthew",28,20,71.43%
MMW 11,D08,"Myerston Santana, Jacobo",28,16,57.14%
MMW 11,D09,"Herbst, Matthew",30,22,73.33%
MMW 11,D09,"Myerston Santana, Jacobo",30,22,73.33%
MMW 11,D10,"Herbst, Matthew",29,24,82.76%
MMW 11,D10,"Myerston Santana, Jacobo",29,22,75.86%
MMW 121,A02,"Keller-Lapp, Heidi M.",30,27,90.00%
MMW 121,A03,"Keller-Lapp, Heidi M.",31,24,77.42%
MMW 121,A04,"Keller-Lapp, Heidi M.",27,22,81.48%
MMW 121,A05,"Keller-Lapp, Heidi M.",28,25,89.29%
MMW 121,A06,"Keller-Lapp, Heidi M.",29,25,86.21%
MMW 121,A07,"Keller-Lapp, Heidi M.",31,30,96.77%
MMW 121,A08,"Keller-Lapp, Heidi M.",27,27,100.00%
MMW 121,B01,"Patterson, Patrick H.",28,26,92.86%
MMW 121,B02,"Patterson, Patrick H.",28,25,89.29%
MMW 121,B03,"Patterson, Patrick H.",30,26,86.67%
MMW 121,B04,"Patterson, Patrick H.",28,25,89.29%
MMW 121,B05,"Patterson, Patrick H.",28,26,92.86%
MMW 121,B06,"Patterson, Patrick H.",30,29,96.67%
MMW 121,B07,"Patterson, Patrick H.",29,25,86.21%
MMW 121,B08,"Patterson, Patrick H.",30,28,93.33%
MMW 121,B09,"Patterson, Patrick H.",29,25,86.21%
MMW 121,B10,"Patterson, Patrick H.",31,28,90.32%
MMW 14,A01,"Chang, Edmond Yi-Teh",28,25,89.29%
MMW 14,A02,"Chang, Edmond Yi-Teh",29,25,86.21%
MMW 14,A05,"Chang, Edmond Yi-Teh",31,14,45.16%
MMW 14,A06,"Chang, Edmond Yi-Teh",28,18,64.29%
MMW 14,A07,"Chang, Edmond Yi-Teh",30,20,66.67%
MMW 14,A08,"Chang, Edmond Yi-Teh",29,13,44.83%
MMW 14,A09,"Chang, Edmond Yi-Teh",30,21,70.00%
MMW 14,A10,"Chang, Edmond Yi-Teh",30,19,63.33%
MMW 14,A11,"Chang, Edmond Yi-Teh",30,16,53.33%
MMW 14,A12,"Chang, Edmond Yi-Teh",31,14,45.16%
MUIR 1,A01,"Yang, K. Wayne",22,13,59.09%
MUIR 1,A02,"Yang, K. Wayne",23,11,47.83%
MUIR 1,A03,"Yang, K. Wayne",18,9,50.00%
MUIR 1,A04,"Yang, K. Wayne",22,16,72.73%
MUIR 1,A05,"Yang, K. Wayne",20,8,40.00%
MUIR 2,A01,"Wastal, Carrie King",12,6,50.00%
MUIR 2,A02,"Wastal, Carrie King",9,4,44.44%
MUIR 2,A03,"Wastal, Carrie King",6,4,66.67%
MUS 101A,A01,"Karis, Aleck",34,13,38.24%
MUS 103A,A00,"Rosenberger, Katharina",6,2,33.33%
MUS 120A,A01,"Murphy-Mancini, Justin Joseph",33,11,33.33%
MUS 126,A00,"Borgo, David Garcia",109,72,66.06%
MUS 13,A01,"Rubio, Juan David",33,31,93.94%
MUS 13,A02,"Rubio, Juan David",31,24,77.42%
MUS 13,A03,"Rubio, Juan David",30,25,83.33%
MUS 13,A04,"Rubio, Juan David",33,25,75.76%
MUS 130,A00,"Ohnishi, Takae",20,11,55.00%
MUS 131,A00,"Dresser, Mark Stuart",1,0,0.00%
MUS 137A,A00,"Kenyatta, Kamau",31,10,32.26%
MUS 143,A00,"Borgo, David Garcia",13,1,7.69%
MUS 15,A01,"Nussman, Jonathan Banks",30,14,46.67%
MUS 15,A02,"Nussman, Jonathan Banks",33,20,60.61%
MUS 15,A03,"Nussman, Jonathan Banks",33,14,42.42%
MUS 15,A04,"Nussman, Jonathan Banks",30,16,53.33%
MUS 15,A05,"Nussman, Jonathan Banks",32,14,43.75%
MUS 15,A06,"Nussman, Jonathan Banks",32,21,65.63%
MUS 15,B01,"Hochman, Joshua David",23,12,52.17%
MUS 15,B02,"Hochman, Joshua David",32,15,46.88%
MUS 15,B03,"Hochman, Joshua David",30,16,53.33%
MUS 15,B04,"Hochman, Joshua David",31,16,51.61%
MUS 15,B05,"Hochman, Joshua David",29,15,51.72%
MUS 15,B06,"Hochman, Joshua David",30,21,70.00%
MUS 17,A01,"Burr, Anthony I",37,15,40.54%
MUS 17,A02,"Burr, Anthony I",39,21,53.85%
MUS 17,A03,"Burr, Anthony I",34,16,47.06%
MUS 17,A04,"Burr, Anthony I",38,14,36.84%
MUS 17,A05,"Burr, Anthony I",38,19,50.00%
MUS 17,A06,"Burr, Anthony I",37,23,62.16%
MUS 17,A07,"Burr, Anthony I",38,14,36.84%
MUS 17,A08,"Burr, Anthony I",39,13,33.33%
MUS 17,A09,"Burr, Anthony I",38,20,52.63%
MUS 17,A10,"Burr, Anthony I",30,9,30.00%
MUS 170,A01,"Puckette, Miller S.",84,32,38.10%
MUS 173,A00,"Hsu, Jennifer Shanchen",25,8,32.00%
MUS 174A,A00,"Burr, Anthony I",29,6,20.69%
MUS 177,A00,"Erbe, Tom",9,5,55.56%
MUS 1A,A01,"Clarino, Christopher Richard",18,9,50.00%
MUS 1A,A02,"Clarino, Christopher Richard",22,6,27.27%
MUS 1A,A03,"Clarino, Christopher Richard",20,11,55.00%
MUS 1A,A04,"Clarino, Christopher Richard",21,10,47.62%
MUS 1A,A05,"Clarino, Christopher Richard",22,12,54.55%
MUS 1A,A06,"Clarino, Christopher Richard",22,14,63.64%
MUS 1A,B01,"Miller, Caroline Louise",23,13,56.52%
MUS 1A,B02,"Miller, Caroline Louise",22,9,40.91%
MUS 1A,B03,"Miller, Caroline Louise",23,11,47.83%
MUS 1A,B04,"Miller, Caroline Louise",19,10,52.63%
MUS 1A,B05,"Miller, Caroline Louise",22,16,72.73%
MUS 1A,B06,"Miller, Caroline Louise",21,13,61.90%
MUS 2A,A01,"Carlson, Erik Norman",14,5,35.71%
MUS 2A,B01,"Carlson, Erik Norman",20,14,70.00%
MUS 2AK,A00,"Ohnishi, Takae",14,5,35.71%
MUS 2AK,B00,"Ohnishi, Takae",11,5,45.45%
MUS 2AK,C00,"Ohnishi, Takae",7,4,57.14%
MUS 2AK,D00,"Ohnishi, Takae",5,2,40.00%
MUS 33A,A00,"Liang, Lei",21,9,42.86%
MUS 4,A01,"Digney, Fiona Ruth",35,19,54.29%
MUS 4,A02,"Digney, Fiona Ruth",34,17,50.00%
MUS 4,A03,"Digney, Fiona Ruth",38,19,50.00%
MUS 4,A04,"Digney, Fiona Ruth",35,12,34.29%
MUS 4,A05,"Digney, Fiona Ruth",36,21,58.33%
MUS 4,A06,"Digney, Fiona Ruth",32,13,40.63%
MUS 4,A07,"Digney, Fiona Ruth",34,17,50.00%
MUS 4,A08,"Digney, Fiona Ruth",32,20,62.50%
MUS 43,A00,"Borgo, David Garcia",100,35,35.00%
MUS 6,A01,"Diels, Natacha D.",34,17,50.00%
MUS 6,A02,"Diels, Natacha D.",33,19,57.58%
MUS 6,A03,"Diels, Natacha D.",33,19,57.58%
MUS 6,A04,"Diels, Natacha D.",34,25,73.53%
MUS 8,A01,"Kenyatta, Kamau",31,18,58.06%
MUS 8,A02,"Kenyatta, Kamau",34,15,44.12%
MUS 8,A03,"Kenyatta, Kamau",33,18,54.55%
MUS 8,A04,"Kenyatta, Kamau",33,20,60.61%
MUS 87,A00,"Dresser, Mark Stuart",8,3,37.50%
MUS 95C,A00,"Larson, Philip Clarion",35,16,45.71%
MUS 95C,B00,"Larson, Philip Clarion",36,8,22.22%
MUS 95D,A00,"Schick, Steven",17,8,47.06%
MUS 95E,A00,"Kline, Matthew John",26,13,50.00%
MUS 95G,A00,"Anderson, Kenneth",268,115,42.91%
MUS 95G,B00,"Anderson, Kenneth",129,45,34.88%
MUS 95JC,A00,"Kenyatta, Kamau",16,7,43.75%
MUS 95K,A00,"Larson, Philip Clarion",24,10,41.67%
MUS 95L,A00,"Beauton, James Alan",39,25,64.10%
MUS 95W,A00,"Seshadri, Kartik",61,13,21.31%
MUS 95W,B00,"Seshadri, Kartik",33,5,15.15%
NANO 102,A00,"Chen, Yi",60,52,86.67%
NANO 108,A00,"Horvath, Stephen",73,44,60.27%
NANO 110,A00,"Pascal, Tod A",61,30,49.18%
NANO 15,A00,"Lubarda, Vlado",48,19,39.58%
NANO 15,B00,"Lubarda, Vlado",44,24,54.55%
NANO 15,C00,"Drews, Aaron",19,9,47.37%
NANO 156,A00,"Xu, Sheng",105,78,74.29%
PHIL 1,A00,"Sher, Gila",65,28,43.08%
PHIL 10,A01,"Grush, Rick Scott",55,27,49.09%
PHIL 10,A02,"Grush, Rick Scott",52,16,30.77%
PHIL 10,A03,"Grush, Rick Scott",48,21,43.75%
PHIL 10,A04,"Grush, Rick Scott",52,25,48.08%
PHIL 10,A05,"Grush, Rick Scott",47,21,44.68%
PHIL 10,A06,"Grush, Rick Scott",49,30,61.22%
PHIL 10,A07,"Grush, Rick Scott",48,25,52.08%
PHIL 10,A08,"Grush, Rick Scott",47,24,51.06%
PHIL 106,A00,"Watkins, Eric",12,6,50.00%
PHIL 110,B00,"Anagnostopoulos, G. H.",43,16,37.21%
PHIL 12,A01,"McKenzie, Kerry V.",42,14,33.33%
PHIL 12,A02,"McKenzie, Kerry V.",39,21,53.85%
PHIL 120,A00,"Rickless, Samuel Charles",68,24,35.29%
PHIL 13,A01,"Lamey, Andy M.",34,16,47.06%
PHIL 13,A02,"Lamey, Andy M.",28,14,50.00%
PHIL 13,A03,"Lamey, Andy M.",21,18,85.71%
PHIL 13,A04,"Lamey, Andy M.",30,17,56.67%
PHIL 13,A05,"Lamey, Andy M.",33,22,66.67%
PHIL 13,A06,"Lamey, Andy M.",32,13,40.63%
PHIL 132,A00,"Carr, Jennifer Rose",33,26,78.79%
PHIL 137,A00,"Fulkerson, Matthew Todd",34,16,47.06%
PHIL 138,A00,"Nelkin, Dana Kay",34,15,44.12%
PHIL 139,A00,"Lamey, Andy M.",33,11,33.33%
PHIL 145,A00,"McKenzie, Kerry V.",33,31,93.94%
PHIL 146,A00,"Callender, Craig Adam",29,16,55.17%
PHIL 167,A00,"Arneson, Richard J.",30,13,43.33%
PHIL 173,A00,"Wonderly, Monique L.",37,15,40.54%
PHIL 178,A00,"Watkins, Eric",4,2,50.00%
PHIL 181,A00,"Tolley, Clinton",61,28,45.90%
PHIL 27,A01,"Vargas, Manuel Rogelio",34,29,85.29%
PHIL 27,A02,"Vargas, Manuel Rogelio",33,12,36.36%
PHIL 27,A03,"Vargas, Manuel Rogelio",28,11,39.29%
PHIL 27,A04,"Vargas, Manuel Rogelio",27,7,25.93%
PHIL 27,A05,"Vargas, Manuel Rogelio",34,17,50.00%
PHIL 27,A06,"Vargas, Manuel Rogelio",16,5,31.25%
PHIL 27,A07,"Vargas, Manuel Rogelio",15,12,80.00%
PHIL 27,A08,"Vargas, Manuel Rogelio",28,18,64.29%
PHIL 28,A01,"Arneson, Richard J.",27,9,33.33%
PHIL 28,A02,"Arneson, Richard J.",26,9,34.62%
PHIL 28,A03,"Arneson, Richard J.",27,11,40.74%
PHIL 28,A05,"Arneson, Richard J.",14,9,64.29%
PHIL 28,A07,"Arneson, Richard J.",11,5,45.45%
PHIL 28,A08,"Arneson, Richard J.",20,6,30.00%
PHIL 31,A00,"Anagnostopoulos, G. H.",63,34,53.97%
PHIL 87,A00,"Johnson, Monte",4,1,25.00%
PHIL 87,B00,"Tolley, Clinton",12,5,41.67%
PHYS 100A,A01,"Lin, Tongyan",76,37,48.68%
PHYS 100C,A01,"Chivukula, Raja S",33,10,30.30%
PHYS 105A,A01,"Green, Daniel Richard",30,12,40.00%
PHYS 105A,A03,"Green, Daniel Richard",31,15,48.39%
PHYS 11,A01,"Tytler, David Robert",33,15,45.45%
PHYS 110A,A01,"Averitt, Richard Douglas",68,31,45.59%
PHYS 124,A01,"Arnold, Kam S",20,1,5.00%
PHYS 124,A01,"Murphy, Thomas",20,1,5.00%
PHYS 124,A02,"Arnold, Kam S",21,7,33.33%
PHYS 124,A02,"Murphy, Thomas",21,7,33.33%
PHYS 13,A01,"Konopacky, Quinn Morgan",159,118,74.21%
PHYS 130A,A01,"Fuller, George Michael",37,14,37.84%
PHYS 130B,A01,"Surko, Clifford M",90,18,20.00%
PHYS 139,A00,"Kuti, Julius",10,4,40.00%
PHYS 140A,A01,"Palacci, Jeremie",94,25,26.60%
PHYS 160,A01,"Burgasser, Adam Jonathan",11,2,18.18%
PHYS 164,A01,"Wright, Shelley Adams",17,14,82.35%
PHYS 175,A00,"Dudko, Olga",26,10,38.46%
PHYS 191,A00,"Flauger, Raphael M",13,5,38.46%
PHYS 1A,A00,"Paddock, Mark",328,168,51.22%
PHYS 1A,B00,"Burgasser, Adam Jonathan",372,169,45.43%
PHYS 1A,C00,"Tsai, Philbert S",358,165,46.09%
PHYS 1AL,1,"Yagil, Avi",29,3,10.34%
PHYS 1AL,2,"Yagil, Avi",28,12,42.86%
PHYS 1AL,3,"Yagil, Avi",29,9,31.03%
PHYS 1AL,4,"Yagil, Avi",28,13,46.43%
PHYS 1AL,5,"Yagil, Avi",27,11,40.74%
PHYS 1AL,6,"Yagil, Avi",30,17,56.67%
PHYS 1AL,7,"Yagil, Avi",27,12,44.44%
PHYS 1AL,8,"Yagil, Avi",27,16,59.26%
PHYS 1AL,9,"Yagil, Avi",22,6,27.27%
PHYS 1AL,10,"Yagil, Avi",28,12,42.86%
PHYS 1AL,11,"Yagil, Avi",30,15,50.00%
PHYS 1AL,12,"Yagil, Avi",27,9,33.33%
PHYS 1AL,13,"Yagil, Avi",29,10,34.48%
PHYS 1AL,14,"Yagil, Avi",27,12,44.44%
PHYS 1AL,15,"Yagil, Avi",30,12,40.00%
PHYS 1AL,16,"Yagil, Avi",28,14,50.00%
PHYS 1AL,17,"Yagil, Avi",30,12,40.00%
PHYS 1AL,18,"Yagil, Avi",28,16,57.14%
PHYS 1AL,19,"Yagil, Avi",28,10,35.71%
PHYS 1AL,20,"Yagil, Avi",28,14,50.00%
PHYS 1AL,21,"Yagil, Avi",29,12,41.38%
PHYS 1AL,22,"Yagil, Avi",29,14,48.28%
PHYS 1AL,23,"Yagil, Avi",24,9,37.50%
PHYS 1AL,24,"Yagil, Avi",27,13,48.15%
PHYS 1AL,25,"Yagil, Avi",29,11,37.93%
PHYS 1AL,26,"Yagil, Avi",28,12,42.86%
PHYS 1AL,27,"Yagil, Avi",29,18,62.07%
PHYS 1AL,28,"Yagil, Avi",27,9,33.33%
PHYS 1AL,29,"Yagil, Avi",21,8,38.10%
PHYS 1AL,30,"Yagil, Avi",26,10,38.46%
PHYS 1AL,31,"Yagil, Avi",26,14,53.85%
PHYS 1AL,32,"Yagil, Avi",27,12,44.44%
PHYS 1AL,33,"Yagil, Avi",30,12,40.00%
PHYS 1AL,34,"Yagil, Avi",29,13,44.83%
PHYS 1AL,35,"Yagil, Avi",28,13,46.43%
PHYS 1AL,36,"Yagil, Avi",27,6,22.22%
PHYS 1AL,37,"Yagil, Avi",27,12,44.44%
PHYS 1AL,38,"Yagil, Avi",26,11,42.31%
PHYS 1AL,39,"Yagil, Avi",16,6,37.50%
PHYS 1B,A00,"Ni, Kaixuan",184,77,41.85%
PHYS 1BL,1,"Yagil, Avi",23,9,39.13%
PHYS 1BL,2,"Yagil, Avi",25,3,12.00%
PHYS 1BL,3,"Yagil, Avi",27,5,18.52%
PHYS 1BL,4,"Yagil, Avi",30,14,46.67%
PHYS 1BL,5,"Yagil, Avi",23,7,30.43%
PHYS 1BL,6,"Yagil, Avi",26,10,38.46%
PHYS 1BL,8,"Yagil, Avi",23,7,30.43%
PHYS 1C,A00,"Paddock, Mark",176,65,36.93%
PHYS 1CL,1,"Yagil, Avi",19,7,36.84%
PHYS 1CL,2,"Yagil, Avi",21,9,42.86%
PHYS 1CL,3,"Yagil, Avi",20,6,30.00%
PHYS 1CL,4,"Yagil, Avi",28,8,28.57%
PHYS 1CL,5,"Yagil, Avi",28,8,28.57%
PHYS 1CL,6,"Yagil, Avi",17,4,23.53%
PHYS 1CL,7,"Yagil, Avi",24,7,29.17%
PHYS 1CL,8,"Yagil, Avi",22,10,45.45%
PHYS 2A,A01,"Keres, Dusan",40,12,30.00%
PHYS 2A,A02,"Keres, Dusan",41,17,41.46%
PHYS 2A,A03,"Keres, Dusan",41,19,46.34%
PHYS 2A,A04,"Keres, Dusan",38,17,44.74%
PHYS 2A,A05,"Keres, Dusan",39,20,51.28%
PHYS 2A,A06,"Keres, Dusan",39,15,38.46%
PHYS 2A,A07,"Keres, Dusan",40,23,57.50%
PHYS 2A,A08,"Keres, Dusan",40,11,27.50%
PHYS 2B,A01,"Groisman, Alexander",43,11,25.58%
PHYS 2B,A02,"Groisman, Alexander",41,17,41.46%
PHYS 2B,A03,"Groisman, Alexander",45,14,31.11%
PHYS 2B,A04,"Groisman, Alexander",42,21,50.00%
PHYS 2B,A05,"Groisman, Alexander",45,17,37.78%
PHYS 2B,A06,"Groisman, Alexander",43,13,30.23%
PHYS 2B,A07,"Groisman, Alexander",45,16,35.56%
PHYS 2B,A08,"Groisman, Alexander",42,18,42.86%
PHYS 2BL,A01,"Sharma, Vivek A.",17,5,29.41%
PHYS 2BL,A02,"Sharma, Vivek A.",24,9,37.50%
PHYS 2BL,A03,"Sharma, Vivek A.",16,6,37.50%
PHYS 2C,A01,"Shpyrko, Oleg",43,17,39.53%
PHYS 2C,A02,"Shpyrko, Oleg",46,18,39.13%
PHYS 2C,A03,"Shpyrko, Oleg",43,12,27.91%
PHYS 2C,A04,"Shpyrko, Oleg",43,23,53.49%
PHYS 2C,A05,"Shpyrko, Oleg",44,23,52.27%
PHYS 2C,A06,"Shpyrko, Oleg",45,19,42.22%
PHYS 2C,A07,"Shpyrko, Oleg",43,22,51.16%
PHYS 2C,A08,"Shpyrko, Oleg",42,14,33.33%
PHYS 2C,B01,"Shpyrko, Oleg",44,16,36.36%
PHYS 2C,B02,"Shpyrko, Oleg",44,15,34.09%
PHYS 2C,B03,"Shpyrko, Oleg",41,22,53.66%
PHYS 2C,B04,"Shpyrko, Oleg",44,11,25.00%
PHYS 2C,B05,"Shpyrko, Oleg",45,18,40.00%
PHYS 2C,B06,"Shpyrko, Oleg",43,16,37.21%
PHYS 2C,B07,"Shpyrko, Oleg",44,20,45.45%
PHYS 2C,B08,"Shpyrko, Oleg",44,16,36.36%
PHYS 2CL,A01,"Ni, Kaixuan",24,10,41.67%
PHYS 2CL,A02,"Ni, Kaixuan",23,11,47.83%
PHYS 2CL,A03,"Ni, Kaixuan",19,15,78.95%
PHYS 2CL,A04,"Ni, Kaixuan",26,8,30.77%
PHYS 2CL,A05,"Ni, Kaixuan",26,14,53.85%
PHYS 2CL,A06,"Ni, Kaixuan",21,6,28.57%
PHYS 2CL,A07,"Ni, Kaixuan",22,9,40.91%
PHYS 2CL,A08,"Ni, Kaixuan",26,9,34.62%
PHYS 2CL,A09,"Ni, Kaixuan",27,16,59.26%
PHYS 2D,A01,"Branson, James G",19,6,31.58%
PHYS 2D,A03,"Branson, James G",29,12,41.38%
PHYS 2DL,A01,"Butov, Leonid",15,4,26.67%
PHYS 4C,A01,"Shotwell, Brian",25,13,52.00%
PHYS 5,A01,"Coil, Alison",184,78,42.39%
PHYS 87,A00,"Grinstein, Benjamin",19,13,68.42%
PHYS 87,B00,"Murphy, Thomas",18,14,77.78%
PHYS 87,C00,"Sharma, Vivek A.",19,14,73.68%
POLI 100B,A00,"Ban, Pamela M",121,44,36.36%
POLI 100G,A00,"Fletcher, Nathan",106,31,29.25%
POLI 100V,A00,"Gause, LaGina",29,13,44.83%
POLI 102C,A00,"Galderisi, Peter",69,24,34.78%
POLI 104A,A00,"Smith, Glenn Chatmas",160,44,27.50%
POLI 104F,A00,"Smith, Glenn Chatmas",13,4,30.77%
POLI 104G,A00,"Galderisi, Peter",65,18,27.69%
POLI 104J,A00,"Bergman, Matthew Edward",27,8,29.63%
POLI 105A,A00,"Abrajano, Marisa",142,45,31.69%
POLI 108,A00,"Adida, Claire",231,203,87.88%
POLI 10D,A01,"Hill, Seth J",32,12,37.50%
POLI 10D,A02,"Hill, Seth J",34,19,55.88%
POLI 10D,A03,"Hill, Seth J",34,18,52.94%
POLI 10D,A04,"Hill, Seth J",33,16,48.48%
POLI 10D,A05,"Hill, Seth J",33,19,57.58%
POLI 10D,A06,"Hill, Seth J",33,19,57.58%
POLI 110A,A00,"Goldman, Harvey Stern",38,17,44.74%
POLI 113A,A00,"Magagna, Victor Valentine",465,141,30.32%
POLI 113A,B00,"Magagna, Victor Valentine",467,161,34.48%
POLI 11D,A01,"Ferree, Karen E",22,7,31.82%
POLI 11D,A02,"Ferree, Karen E",22,11,50.00%
POLI 11D,A03,"Ferree, Karen E",22,15,68.18%
POLI 11D,A04,"Ferree, Karen E",21,12,57.14%
